lat,lng,densityTier,keyword,categoryId,storeId
37.779142,126.702232,1,배스킨라빈스,1,543659
34.984284,126.473387,2,CU,3,2272596
35.146284,126.852915,4,치킨,2,1066835
35.202619,128.576840,5,스타벅스,4,898297
37.586377,127.207329,3,폴바셋,1,477124
34.316679,126.757983,2,쿠팡이츠,2,2273200
36.756712,127.147216,1,이마트24,1,2464611
37.574712,127.074322,6,던킨도너츠,4,1649673
37.510740,127.063074,7,뷔페,2,1891533
37.567150,127.193465,5,포잉,4,329497
35.131949,126.884613,3,피자,2,1064281
37.495719,126.492721,5,주유소,3,2182052
36.061659,129.378515,4,폴바셋,4,1053441
37.571165,127.001862,7,족발/보쌈,3,1708673
35.153780,129.057543,7,다이소,6,1426786
37.506900,127.103779,6,VIPS,1,1852667
36.603925,127.295460,6,S-OIL,1,2012751
37.670658,128.707421,2,S-OIL,4,91003
37.725677,126.721891,4,치킨,6,268630
37.571430,126.994602,7,VIPS,3,1708017
37.589935,126.707054,6,파리바게뜨,1,2200393
37.541437,127.004633,4,주유소,1,1717378
36.098452,128.472837,1,피자,4,1026129
37.533176,126.789895,2,무신사,5,405314
37.596361,127.082382,6,치킨,6,1549055
35.197383,128.714846,3,투썸플레이스,1,770856
37.672412,126.780038,5,카페,3,539571
37.611462,126.831234,3,치킨,1,469672
33.467097,126.542385,3,주유소,4,2413343
37.746917,127.045262,5,지그재그,2,608636
37.314044,126.834427,7,던킨도너츠,3,262863
35.099822,128.920950,5,이마트24,4,1468346
37.198439,127.124828,2,엔젤리너스,4,2680074
35.051141,128.829228,1,G마켓,5,1444176
37.059534,126.868992,1,CU,2,735133
37.541834,126.934425,5,투썸플레이스,5,1985689
35.186006,129.078755,6,정육점,2,1468092
37.660731,127.030399,4,이디야커피,2,1668289
37.553589,126.926163,7,주유소,3,1951060
37.198781,127.544703,1,치킨,1,172251
37.550223,127.020805,5,CU,5,1827664
37.519331,127.461723,2,중국집,6,258090
37.604945,127.099150,3,룰루레몬,2,1759983
37.503454,126.879456,6,카페,4,1568370
37.533828,126.831954,3,피자,5,1913617
34.492361,126.518700,1,서점,6,2283476
33.513044,126.470815,2,중국집,4,2445788
35.889591,128.569419,4,족발/보쌈,2,1146259
35.208449,128.101198,1,주유소,6,779078
35.791920,127.422022,3,카페,2,2320885
37.769205,128.387087,1,쿠팡이츠,3,21860
37.506933,127.002089,6,커피빈,4,1886086
37.999471,127.365455,1,배스킨라빈스,2,344429
37.332551,127.130525,3,치킨,2,2665578
37.685653,127.211606,3,피자,3,155364
37.589263,127.020699,7,한의원,3,1577962
35.157411,128.689162,2,피자,1,784291
35.168012,129.034281,3,스타필드,5,1355692
37.313925,127.077764,5,배스킨라빈스,4,597368
35.184921,128.556542,6,국수/칼국수,4,775295
37.549724,127.069441,7,던킨도너츠,1,1549388
37.559626,126.901482,7,쿠팡이츠,1,1884319
37.611718,126.916472,6,주유소,2,1660034
37.567724,126.988904,7,슈퍼마켓,4,1618478
37.540994,126.674999,3,빵/도넛,1,2172023
37.072555,127.425440,1,VIPS,3,359862
35.877171,128.579961,4,지그재그,6,1248658
36.392198,127.348575,3,백반/한정식,2,1300895
36.759663,128.075655,1,버거,4,1010850
37.267429,127.220784,4,버거,3,589802
35.990717,129.564145,2,뷔페,4,948485
36.185365,127.102956,4,이마트24,2,2533473
37.484626,127.117075,7,약국,1,1841925
37.579308,126.791136,1,치킨,4,1990778
36.355965,127.332695,7,피자,1,1286439
34.774064,127.886889,1,치과의원,4,875751
35.164863,129.172299,5,카페,1,1431480
35.878069,128.568455,4,주유소,2,1224110
37.207970,127.070359,7,정육점,6,717226
38.196964,128.321519,1,치킨,1,55018
37.480589,126.953931,7,룰루레몬,1,1845284
36.784693,127.159808,3,한방병원,4,2503419
37.367249,126.725115,7,배스킨라빈스,4,213846
36.352244,127.331593,3,롯데마트,1,1290828
37.737845,127.049277,7,지그재그,1,207446
35.139914,129.092425,5,올리브영,3,1455046
37.212814,127.062516,6,피자,3,732443
35.148779,129.064053,5,치킨,1,1335777
35.874497,128.630842,6,피자,2,1200708
37.472815,126.981668,7,컬리,3,1981283
35.182695,128.978536,2,배스킨라빈스,3,1372359
35.584122,126.856497,3,피자,1,2377763
37.473718,126.953762,6,카페,1,1786776
37.605239,127.067285,3,올리브영,4,1933194
33.326356,126.838360,1,GS25,6,2421008
33.542048,126.667783,2,스타필드,2,2409537
36.042975,128.789862,2,서점,4,1041363
37.294432,127.160606,1,VIPS,4,562614
35.886564,128.577162,3,GS25,3,1174557
36.836795,127.820475,1,치킨,4,2638183
38.206496,128.579809,5,카페,1,63355
35.202562,126.895357,4,생맥주 전문,4,1095703
37.537152,127.146339,3,카페,4,2698550
36.294353,128.935577,1,약국,4,1059001
35.837975,128.532221,4,쿠팡이츠,4,2689337
37.470570,126.933281,6,치킨,2,1993605
37.229220,127.293309,2,스타필드,6,707179
34.923718,128.070062,4,카페,6,784396
36.252753,127.342288,1,메가MGC커피,6,1287708
37.534870,127.129035,6,AK몰,3,1621572
36.452010,126.800793,4,주유소,4,2523445
37.541563,127.066689,7,버거,4,1606410
37.556815,126.830323,4,경양식,3,1923526
35.186554,129.083491,6,패밀리레스토랑,1,1429026
36.352628,127.339855,6,포잉,2,1262555
35.946912,128.551154,4,엔젤리너스,3,1214657
37.580824,127.087038,6,요기요,3,1780623
37.892342,127.057785,3,카페,1,322761
33.256715,126.358151,1,메가MGC커피,4,2399872
35.112496,128.485733,2,배스킨라빈스,4,825721
37.870379,128.817951,1,SK에너지,6,76339
37.439426,127.159841,6,나이키,1,604332
36.657120,128.457899,2,올리브영,3,1026714
37.511355,127.040288,7,서점,1,2697466
35.886676,128.615551,5,배스킨라빈스,2,1160809
34.802195,126.694835,3,피자,2,2292552
36.399948,127.404804,3,중국집,1,1301752
36.809840,128.608270,3,한의원,3,1053525
37.470581,128.723775,1,약국,2,85219
37.586227,127.017027,7,약국,6,1661840
37.728897,126.736425,4,S-OIL,3,259816
37.523486,127.041737,7,파스쿠찌,1,1493723
37.585466,126.703425,6,이디야커피,1,2180720
38.025766,127.073131,4,SK에너지,1,510646
33.280825,126.712624,1,약국,1,2423309
35.986531,129.219722,3,치킨,3,1041065
38.209115,127.214875,4,구내식당,3,20193
35.236674,128.578557,5,빵/도넛,3,862148
37.540487,126.646052,2,피자,3,2095883
37.592334,127.098878,4,치킨,3,1564082
35.190891,126.824192,5,꽃집,6,1103209
36.262561,127.383696,1,횟집,2,2516624
36.257156,127.827668,1,치킨,1,2599256
37.521027,126.742379,3,카페,2,2090540
37.293616,127.044340,5,정육점,1,406454
35.239217,129.217824,3,서점,1,1395510
35.240405,128.691935,3,족발/보쌈,1,857024
34.801294,126.368491,2,파스쿠찌,4,2225735
35.414072,128.690979,1,주유소,2,896115
37.578853,126.893347,6,구내식당,2,1938818
36.789065,128.588337,1,편의점,1,949824
35.913821,129.237295,1,버거,1,923897
33.490090,126.543163,5,피자,3,2442352
36.479203,127.259042,3,SK에너지,1,2016138
37.675254,127.078773,4,요양병원,4,1699243
34.888723,128.415306,4,세븐일레븐,1,859744
37.510674,126.705563,3,HD현대오일뱅크,2,2189435
35.175548,128.091629,3,주유소,2,849993
37.581285,126.795754,1,파리바게뜨,1,1993263
35.893914,128.563356,4,메가MGC커피,4,1243929
34.727699,127.718744,2,스타벅스,4,2285938
35.627303,126.470808,2,한의원,6,2351859
35.865089,128.699806,3,치킨,1,1231835
36.658316,128.047820,1,던킨도너츠,4,959127
36.083764,128.176631,1,주유소,2,939422
37.491826,127.114143,7,투썸플레이스,4,1942252
35.061847,128.984419,3,치과의원,1,1395724
37.535818,126.889868,4,이마트24,6,1864644
37.165212,127.090040,2,컬리,4,727085
38.002080,127.246491,2,폴바셋,3,725016
35.968721,129.402572,4,쿠팡이츠,4,991822
35.874571,128.707170,3,국수/칼국수,2,1212238
37.562365,127.022913,7,이마트24,1,1542023
36.828800,127.139503,6,피자,1,2566291
35.502087,127.510265,1,11번가,6,2311299
37.483377,126.941736,4,파스쿠찌,1,1937083
37.492751,126.721130,7,이마트24,1,2168042
34.738875,127.728634,6,메가MGC커피,2,2224702
35.850441,128.649729,2,메가MGC커피,1,1177139
37.326338,126.798464,5,이마트,4,496797
35.170171,129.093687,3,횟집,2,1368748
35.857684,128.495302,3,아웃백,4,2690391
33.492294,126.664481,1,버거,4,2438138
36.313542,128.096556,1,백반/한정식,2,1038236
37.195756,127.053860,3,횟집,4,654845
37.338921,127.101722,3,약국,3,369735
35.158022,129.055754,7,이마트24,1,1398265
35.130994,126.891172,5,치킨,1,1072465
37.552516,126.996073,1,구내식당,2,1540356
35.208685,129.127299,3,파스쿠찌,3,1457063
37.274118,127.067672,4,치킨,2,378149
38.007365,127.292840,1,투썸플레이스,3,205613
37.658913,126.431497,1,구내식당,1,2076936
38.036414,126.924855,1,카페,4,242524
36.615007,127.513154,5,던킨도너츠,1,2597724
37.488623,126.745929,5,한의원,4,2181766
37.348184,127.112388,7,GS칼텍스,2,633885
35.864921,128.596351,7,치킨,4,1239382
35.172600,126.893016,4,홈플러스,1,1100918
35.538298,129.331916,7,떡/한과,3,2028734
35.860387,128.594939,6,아웃백,4,1222401
35.830436,128.619096,5,HD현대오일뱅크,4,1210195
35.862849,128.599407,7,버거,1,1221984
37.470773,126.671054,2,트레이더스,2,2116807
37.523610,126.786447,2,무신사,4,411507
35.792503,129.241787,1,S-OIL,3,934461
37.453065,126.705468,7,카페,2,2082978
37.489508,126.499658,4,중국집,4,2199043
37.523588,126.926425,7,기념품점,3,1514514
37.453680,126.601911,2,약국,2,2174877
36.069712,129.384839,3,세븐일레븐,3,960827
35.872329,128.750999,2,버거,4,1225214
37.480433,126.954950,6,쿠팡,1,1883851
36.091795,128.357752,4,SK에너지,4,1034186
35.876529,127.920623,1,SSG.COM,1,819763
37.465173,126.709151,6,롯데월드타워,4,2076328
35.193215,126.901274,4,11번가,1,1121843
37.460038,126.900651,6,카페,3,1665910
35.900343,126.719890,1,HD현대오일뱅크,6,2366661
36.521493,127.233838,2,세븐일레븐,2,2011717
36.650185,127.457269,2,스타벅스,1,2570549
37.235752,127.103197,2,약국,3,214216
37.535516,127.046334,7,치킨,4,1795704
35.033239,126.719213,4,이마트,1,2220234
37.377314,126.862154,3,횟집,1,530100
35.153547,126.905296,4,백반/한정식,4,1085160
35.205652,126.861782,2,롯데홈쇼핑,1,1122219
37.522225,126.925637,7,주유소,1,1764630
35.112345,126.896603,2,카페,2,1119978
37.533252,126.946903,7,한의원,4,1780587
36.832004,127.137535,7,치킨,2,2559518
35.907470,129.011801,1,치킨,4,932807
35.860680,127.083379,1,던킨도너츠,2,2355454
34.871313,128.648549,1,횟집,1,908106
37.574238,126.669368,1,구내식당,1,2185884
35.882953,128.716134,2,CU,1,1237338
37.595568,127.092229,6,한의원,1,1655105
34.949843,127.487627,5,룰루레몬,4,2224470
37.502699,126.854421,5,지그재그,4,1990266
37.481934,127.020948,4,SK에너지,3,1734153
35.908202,128.613321,4,카페,4,2691012
37.381081,126.853095,2,GS칼텍스,2,211004
35.853753,128.467957,4,배스킨라빈스,1,1186892
36.093014,128.354396,2,서점,3,928441
35.216271,129.085645,6,파스쿠찌,3,1394390
37.484560,127.607369,1,CU,4,528431
35.210580,126.371145,1,쿠팡이츠,2,2293434
37.562696,126.900381,6,편의점,2,1710955
35.239863,128.896175,4,김밥/만두/분식,1,2681379
35.435407,126.690661,1,다이소,3,2387433
36.621104,127.429776,5,배스킨라빈스,1,2601310
34.463430,126.235468,1,치킨,3,2231912
35.098065,128.804896,2,주유소,4,922583
35.216201,129.036330,4,배스킨라빈스,2,1355006
37.385015,126.975714,4,HD현대오일뱅크,2,687675
37.478221,126.888140,7,치과의원,3,1868212
37.413510,127.200870,2,엔젤리너스,1,703910
33.263133,126.389543,1,SK에너지,2,2405609
38.502049,128.424435,1,스타벅스,4,99533
35.876916,128.574376,4,정육점,4,1157536
35.113462,129.012014,3,VIPS,1,1440147
36.781876,126.999617,6,치과의원,3,2511021
37.497903,127.026701,7,버거,4,1758103
33.480640,126.490820,7,주유소,4,2432604
37.480289,126.765408,3,엔젤리너스,1,222662
37.219549,127.528381,1,세븐일레븐,3,570638
37.592502,126.712339,4,버거,3,2201809
37.464475,126.694588,3,피자,4,2157610
37.477953,126.806520,5,쿠팡이츠,4,338963
35.149192,126.913291,7,쿠팡이츠,4,1116369
35.194963,128.071816,5,카페,2,895432
36.367056,127.432651,5,폴바셋,4,1283085
37.481424,126.932511,7,버거,1,2698772
37.496527,127.064093,3,약국,3,1524752
37.486579,126.755274,5,SK에너지,4,484010
38.073217,127.323020,1,떡/한과,3,219368
36.724086,127.538701,2,파스쿠찌,3,2641398
37.543792,126.928434,6,경양식,5,1961815
35.625341,126.472546,2,룰루레몬,1,2716368
37.484588,126.813160,5,홈플러스,4,345058
36.018306,129.357480,5,스타필드,4,956741
37.440634,127.149172,5,이마트24,4,308575
37.570141,126.984721,7,주유소,4,1921277
33.479874,126.543082,2,쿠팡이츠,4,2420316
37.520204,127.029176,7,약국,1,1592474
37.503460,127.113987,6,치킨,4,1654783
37.236597,127.051620,5,세븐일레븐,3,453008
37.454216,126.716946,5,SK에너지,3,2162273
37.394566,126.648435,5,버거,6,2195804
37.492888,126.893440,7,카페,2,1593877
36.138672,128.310257,2,피자,3,983047
34.964998,127.579928,2,치킨,1,2263444
37.594315,127.084582,6,파리바게뜨,1,1989747
37.638099,126.834438,6,약국,3,249114
37.484229,127.018365,4,이마트24,6,1879268
37.225082,127.210225,3,S-OIL,6,294949
37.678281,126.745283,5,파리바게뜨,2,615335
37.558949,126.911871,7,포잉,1,1574887
37.495447,129.112711,4,카페,1,102476
36.800455,127.160747,4,배달의민족,1,2720640
37.341570,127.105459,5,던킨도너츠,2,691157
37.525105,127.126981,6,농협하나로마트,1,1898262
37.243348,127.494782,1,스타벅스,5,2663708
37.472568,127.041895,6,이마트24,2,1872165
37.381692,127.130967,4,구내식당,4,286997
33.485952,126.433799,4,주유소,2,2414889
37.278828,127.017727,6,피자,1,123485
37.548658,126.738598,4,카페,1,2135790
37.296276,127.336300,1,엔젤리너스,3,673764
37.548422,127.328320,1,피자,1,2670561
37.376009,126.433525,1,구내식당,1,2082839
35.813138,128.509252,2,아웃백,1,1186487
34.955514,127.515511,4,버거,1,2287985
35.880519,128.583627,4,카페,1,2690501
37.492568,127.492221,3,세븐일레븐,4,573024
35.836113,128.581788,1,뷔페,1,1144540
37.612585,126.725827,3,롯데마트,4,194469
36.554212,127.428128,1,이디야커피,2,2579269
34.970648,128.064218,1,옥션,4,2683895
37.463904,126.705445,6,횟집,6,2192588
37.312323,126.828859,7,파스쿠찌,4,331014
35.062404,126.994176,5,커피빈,2,2297500
33.321726,126.833882,2,투썸플레이스,4,2415933
35.266716,129.081947,5,파리바게뜨,4,1368202
37.753260,128.894729,6,GS25,2,92064
37.745679,126.489021,3,파리바게뜨,1,2131734
34.856398,128.419245,2,이마트,6,903651
37.623799,126.732527,1,세븐일레븐,1,430401
37.489038,126.496340,4,홈플러스,1,2714111
35.062013,126.781728,1,주유소,3,1071606
37.582898,126.981291,4,홈플러스,1,1578256
37.603838,127.079095,6,약국,6,1652564
36.365167,127.380316,5,배달의민족,2,1282840
37.468747,126.963741,3,주유소,2,1661152
35.402900,127.381311,5,서점,3,2360089
36.169815,127.788841,2,약국,6,2596406
37.297732,127.636212,4,이마트,2,107568
35.175713,128.561059,6,빵/도넛,6,813613
35.100574,129.005477,3,세븐일레븐,2,1401694
35.291133,129.258534,1,던킨도너츠,3,1394889
37.891695,127.726520,1,약국,3,84699
34.840779,128.423546,4,투썸플레이스,6,798332
35.927380,126.960125,4,배달의민족,5,2365420
37.558993,128.366146,1,아웃백,2,67196
37.375374,126.954210,5,카페,2,122768
37.536855,127.011161,4,GS25,4,1996832
35.829888,127.129214,3,횟집,1,2372904
35.086035,128.908772,1,횟집,2,1426540
37.250498,127.078458,6,11번가,4,375484
37.317453,126.796690,2,치킨,1,231512
35.193776,128.803842,6,중국집,4,831463
36.395845,127.231644,1,파리바게뜨,4,2562959
35.166851,129.036604,3,정육점,3,1476907
37.705435,126.661181,1,옥션,3,554683
37.568529,126.995090,7,치킨,1,1769155
34.318410,126.578464,1,파리바게뜨,1,2253424
37.761505,127.116177,1,이마트24,1,2672947
37.583465,127.043987,6,카페,4,1767092
37.543171,127.048170,7,무신사,2,1953253
36.130010,128.299951,1,세븐일레븐,4,1000107
37.501996,126.754424,5,피자,1,468704
37.721146,127.208936,4,정육점,1,409605
34.729065,127.717242,4,파리바게뜨,2,2202835
36.594785,128.187504,1,무신사,4,2687074
35.540139,129.304725,6,버거,2,2067587
36.002669,128.453250,1,피자,4,953615
37.397620,126.966209,5,던킨도너츠,2,317575
37.644398,127.020692,7,국수/칼국수,1,1746454
37.502765,126.776749,4,이마트24,3,177508
35.846062,129.230822,3,치킨,2,998933
37.295282,127.918586,2,이마트24,2,50775
35.305256,128.753483,1,VIPS,4,817053
37.490190,126.782791,7,폴바셋,4,234896
36.844376,127.128930,4,치킨,4,2721340
36.943480,126.779386,3,생맥주 전문,1,2521810
37.531644,126.660575,4,카페,4,2146027
37.287530,127.685592,1,이디야커피,2,468321
37.487164,126.728351,7,VIPS,3,2092285
37.159035,126.902709,2,파리바게뜨,4,626970
37.427381,126.989001,5,스타벅스,2,205304
36.070630,126.689845,5,쿠팡,3,2493133
35.866968,128.557962,5,엔젤리너스,1,2691313
37.532843,126.965752,6,텐바이텐,4,1570151
37.578910,127.018492,7,치과의원,5,1733803
35.915545,127.076634,1,이마트,2,2350147
35.847113,128.534510,4,이마트24,1,1236104
37.524637,126.890577,5,투썸플레이스,6,1786083
35.624969,129.328592,2,G마켓,5,2067459
35.866500,128.594639,7,족발/보쌈,4,1192552
37.604358,126.932372,6,주유소,4,1803987
37.385873,126.945649,2,스타필드,6,540117
35.109267,128.975339,3,꽃집,1,1433568
36.415747,128.308966,1,편의점,6,931638
37.571173,126.918661,5,버거,2,1810955
37.649698,126.704041,1,메가MGC커피,1,123158
35.481621,129.428349,3,카페,2,2035296
36.998879,127.175824,4,김밥/만두/분식,3,679855
35.249770,129.012309,2,카페,2,1379714
37.453497,126.902930,6,치킨,4,1489176
37.460473,126.681206,7,롯데월드타워,1,2112797
35.969207,128.936929,3,투썸플레이스,2,929869
37.550161,126.865551,5,카페,3,1916405
37.387761,126.855493,3,정육점,2,716086
37.601116,127.143017,7,다이소,1,330504
35.166415,126.934192,2,편의점,2,1117240
36.683429,129.440801,2,SK에너지,3,1060412
36.327450,127.437497,7,스타필드,3,1320445
37.513024,126.904683,7,편의점,3,1767303
37.227634,127.068861,5,롯데홈쇼핑,4,707427
35.960148,126.694959,3,치과의원,4,2364573
35.215747,128.678481,7,농협하나로마트,2,833402
36.785716,127.576825,2,이마트24,1,2606186
37.402586,127.097039,2,구내식당,6,560088
37.125684,126.912705,6,피자,2,717946
36.556477,126.686881,1,버거,1,2522510
37.542554,127.051943,7,다이소,5,1706483
37.527309,126.967324,6,패밀리레스토랑,1,1493553
35.059882,129.084211,1,한의원,4,1410802
37.287085,127.008646,6,편의점,4,563917
36.791144,127.121368,5,롯데마트,3,2479970
37.331473,126.815968,3,횟집,1,303915
37.658128,126.770247,2,세븐일레븐,3,636303
37.483023,127.123905,7,카페,4,1914644
37.319605,127.093975,5,치킨,1,219598
37.381933,126.720988,3,배스킨라빈스,3,631220
37.600650,127.141437,7,올리브영,2,666193
36.922929,127.053219,3,컬리,4,2536556
36.983018,127.919455,4,스타벅스,4,2643336
37.512028,127.066960,3,편의점,1,2704446
37.523567,126.880655,5,GS칼텍스,2,1833771
36.344141,126.594223,6,카페,6,2508452
36.332963,127.329333,2,주유소,2,1313040
36.773907,126.458614,6,파스쿠찌,1,2536716
37.045425,127.056519,4,치킨,5,200444
37.380912,127.118922,5,이디야커피,4,190835
37.470884,126.904913,7,이디야커피,4,1733471
35.818840,128.517244,5,GS25,4,1189035
34.729811,126.565021,1,빵/도넛,2,2239322
37.012542,127.260432,4,치킨,3,261863
37.344333,126.821372,2,나이키,3,154782
35.119805,126.865864,3,뷔페,4,1107400
37.595561,126.695993,3,룰루레몬,3,2127355
36.061136,129.378122,4,치킨,4,1038323
37.647073,126.870213,4,파리바게뜨,3,2670298
37.566320,127.015346,7,치킨,4,1658963
35.212595,128.115220,4,서점,2,918716
37.443832,126.654945,2,세븐일레븐,4,2072130
37.458491,127.160524,3,피자,2,310742
35.869238,128.574153,4,횟집,2,1207987
36.924544,126.907478,1,카페,2,272587
35.828013,128.740754,3,피자,4,1014793
37.693962,126.515491,1,아웃백,2,2076577
36.135586,129.395505,1,횟집,1,977428
36.435774,127.380081,1,트레이더스,5,1279658
37.717180,126.850498,1,김밥/만두/분식,1,316942
37.613166,126.908490,2,주유소,2,1958084
37.475352,126.977539,7,피자,2,1496804
37.209261,126.813851,2,컬리,1,716352
35.173004,129.089746,3,치킨,4,1434634
35.851195,128.606502,4,롯데홈쇼핑,2,1185639
37.387653,127.153788,1,에이블리,1,428491
37.076762,127.374767,1,홈플러스,2,169606
35.237124,128.590550,4,서점,2,808449
35.117768,129.034481,6,구내식당,3,1456151
36.803247,127.153470,5,이마트,3,2532365
37.409692,126.728396,1,횟집,4,2164558
35.678437,128.955893,1,카페,6,929617
37.512060,126.888598,6,주유소,3,1859647
37.386681,127.131354,4,구내식당,1,668398
37.371100,127.957572,1,구내식당,5,99465
36.028721,129.366284,5,약국,5,972156
37.516424,126.888376,7,약국,2,1751599
37.150627,127.660316,1,카페,4,264693
35.336620,128.941225,1,GS칼텍스,6,829137
37.363543,127.065179,2,롯데월드타워,1,140639
35.176010,126.827371,4,경양식,4,1093442
36.889611,126.627806,6,약국,2,2456049
35.509787,129.423230,2,이디야커피,3,2019184
34.882911,128.424920,4,카페,6,914328
37.176653,128.989478,4,아이스크림 할인점,4,49471
37.892110,128.827824,5,패밀리레스토랑,6,8472
36.419198,128.152106,3,컬리,1,983779
36.660854,126.679591,5,패밀리레스토랑,1,2532555
37.532779,126.993206,6,파리바게뜨,3,1817099
37.572386,127.087443,5,이마트,6,1884917
37.265019,127.665893,1,배스킨라빈스,1,325801
36.104822,128.359639,2,뷔페,5,1040801
35.245346,128.882823,2,버거,4,771461
34.936431,127.700359,3,스타필드,2,2233150
37.569574,126.986639,7,횟집,1,1833256
34.756971,127.703841,3,이마트,6,2241077
37.536661,127.004573,4,GS25,1,1768516
37.490073,127.526642,1,버거,3,643191
35.173739,128.802584,3,무신사,1,851323
35.866950,128.591924,7,치킨,4,1207114
37.668250,126.762498,4,버거,1,157827
35.787892,126.899057,1,스타벅스,4,2386650
37.506589,126.892332,6,약국,1,1774143
37.322434,126.696489,1,서점,4,705776
38.208504,127.222194,4,파스쿠찌,1,36051
37.655183,127.063694,6,치킨,4,1841655
36.286933,127.468669,2,피자,1,1302871
37.061591,129.417462,2,한의원,2,1019710
35.801282,126.886060,3,이디야커피,2,2361992
36.338226,127.449759,4,이디야커피,3,1282688
37.570904,126.992737,7,횟집,2,1549532
35.178369,126.894171,4,요기요,4,1106125
35.540449,129.332325,7,이디야커피,2,2067368
35.145847,129.032566,4,스타필드,4,1366109
37.577440,127.060429,4,파리바게뜨,2,1842992
35.544297,129.302218,6,구내식당,2,2059105
37.895987,127.201043,5,옥션,2,345287
37.487101,126.929500,7,구내식당,3,1778248
37.267909,127.025080,5,나이키,3,113554
35.811808,128.530199,4,지그재그,1,2690448
37.407249,126.957096,4,배스킨라빈스,4,616552
37.554478,126.856527,5,파스쿠찌,3,1765946
